ds,yhat,yhat_lower,yhat_upper
03-04-2014,1368.500979,-2935.021923,5372.194562
04-04-2014,1591.383453,-2284.89699,5942.040869
05-04-2014,1158.026482,-3136.970645,5285.507834
06-04-2014,1310.793724,-2740.813773,5739.033125
07-04-2014,1494.97198,-2713.206457,5681.115972
08-04-2014,892.8997667,-3390.75844,4781.293342
11-04-2014,1457.135838,-3001.405384,5990.176322
12-04-2014,1057.052633,-3369.239757,5207.168321
13-04-2014,1239.908745,-2851.417087,5456.335385
15-04-2014,870.349142,-3147.815277,5161.633945
16-04-2014,5.934824475,-3730.987334,4419.332349
18-04-2014,1472.831946,-2777.79107,5796.510816
19-04-2014,1076.195035,-3287.59225,5266.781145
20-04-2014,1258.201851,-2856.014663,5192.644756
21-04-2014,1463.938424,-3040.110938,5627.991479
22-04-2014,875.7961947,-3366.390043,4935.210431
23-04-2014,0.506200601,-4283.532836,3927.569079
25-04-2014,1440.091799,-2814.124438,5719.394929
26-04-2014,1028.481281,-3118.395071,5144.475619
28-04-2014,1387.333394,-2370.505538,5501.480828
29-04-2014,786.6710191,-3632.434962,4909.917348
30-04-2014,-99.01575242,-4370.418389,3990.223619
02-05-2014,1328.18722,-2991.908295,4918.552249
03-05-2014,915.3631525,-3257.569792,5065.1288
04-05-2014,1084.94297,-3155.96529,5465.713677
05-05-2014,1282.833051,-2857.860338,5529.603797
06-05-2014,692.081498,-3573.382606,4710.951993
07-05-2014,-180.1048449,-4049.191024,3878.651402
08-05-2014,1016.299942,-2825.624523,5220.848759
09-05-2014,1283.762268,-2638.143006,5879.120584
10-05-2014,893.3018324,-3514.187723,4820.983259
11-05-2014,1087.260206,-3109.375101,5155.386395
12-05-2014,1310.957538,-2917.459938,5728.578342
13-05-2014,746.810987,-3610.386511,4821.663998
14-05-2014,-98.62987211,-4507.619759,4063.329249
16-05-2014,1416.501742,-2632.166646,5741.583531
17-05-2014,1049.282459,-2747.492282,5347.898386
18-05-2014,1264.101779,-2968.598342,5397.33574
19-05-2014,1505.76342,-2862.453066,5536.326504
20-05-2014,956.24313,-3378.27324,5035.496036
21-05-2014,121.7351606,-4075.619508,4131.56667
22-05-2014,1351.33992,-2666.668569,5762.282715
23-05-2014,1646.709826,-2639.906363,5762.278935
24-05-2014,1278.183048,-2656.739878,5534.870809
25-05-2014,1487.569009,-2694.825726,5549.965684
26-05-2014,1719.8176,-2532.776855,5888.616579
27-05-2014,1157.145455,-3063.012074,5165.508471
28-05-2014,306.0743938,-3974.587853,4294.119467
30-05-2014,1789.369586,-2250.75831,6008.29775
31-05-2014,1396.71394,-2664.363893,5733.703083
01-06-2014,1580.5066,-2329.093318,5909.285137
02-06-2014,1786.273579,-2376.857488,6161.402516
03-06-2014,1196.813019,-2869.751317,5247.36198
04-06-2014,319.2184159,-4053.815548,4270.026876
06-06-2014,1752.412505,-2607.727069,5841.138471
07-06-2014,1337.148286,-2797.948211,5390.36556
08-06-2014,1500.512826,-2738.706107,5725.073715
09-06-2014,1688.362809,-2475.262949,5593.336107
10-06-2014,1083.752204,-3118.880544,5087.96849
13-06-2014,1611.872288,-2434.209189,5619.733162
14-06-2014,1193.497652,-3164.028409,5297.498864
15-06-2014,1356.617364,-2574.871867,5895.748903
16-06-2014,1546.891056,-2855.360656,5631.94359
17-06-2014,947.1189177,-3261.842573,5529.584903
18-06-2014,64.27068439,-4017.44019,4211.995738
20-06-2014,1501.064535,-2761.77542,5646.144548
21-06-2014,1093.872864,-3015.530369,5342.000324
22-06-2014,1268.837152,-2644.750808,5514.586948
23-06-2014,1471.248762,-2701.091343,5757.604582
24-06-2014,883.5591766,-3433.248725,5216.207889
25-06-2014,12.41831229,-3923.990057,4404.41075
27-06-2014,1470.413274,-2826.487648,5759.454561
28-06-2014,1072.284943,-3096.540637,5334.863479
29-06-2014,1255.084674,-2842.013532,5436.947288
30-06-2014,1464.017391,-3046.59929,5659.517244
01-07-2014,881.500749,-3485.785743,5101.822922
02-07-2014,14.20138305,-3975.135622,4641.658212
04-07-2014,1476.181415,-2624.548921,5915.37821
05-07-2014,1078.443307,-3259.967494,5045.536888
06-07-2014,1260.781701,-3099.836687,5681.402802
07-07-2014,1468.591699,-2375.362043,5831.678225
08-07-2014,884.4934502,-3213.643538,4950.944797
09-07-2014,15.36001246,-4062.560728,4465.083326
11-07-2014,1473.711118,-2514.579005,5437.59391
12-07-2014,1074.539398,-2989.3958,5015.15752
13-07-2014,1255.901073,-3000.942763,5335.839428
14-07-2014,1463.307115,-2636.938195,5518.442449
15-07-2014,879.4597706,-3284.562867,5064.210947
18-07-2014,1473.636183,-2570.875466,5329.535343
19-07-2014,1077.431306,-2714.467087,5230.397507
20-07-2014,1262.289694,-2789.616561,5283.853727
21-07-2014,1473.604177,-2607.109564,5485.646414
22-07-2014,893.9383358,-3235.17464,5371.868479
23-07-2014,30.05857409,-4199.457561,4462.664025
25-07-2014,1500.743052,-2603.828651,5867.856651
26-07-2014,1108.252248,-2824.15524,5371.352089
27-07-2014,1296.338842,-2791.780134,5294.40185
28-07-2014,1510.28183,-2554.502798,5608.452513
30-07-2014,69.88595626,-3973.261694,3823.734375
01-08-2014,1540.757244,-2806.478107,5731.915213
02-08-2014,1147.342721,-3182.456275,5201.256055
03-08-2014,1333.961912,-2930.389942,5583.366855
04-08-2014,1546.046043,-2210.908812,5440.836318
05-08-2014,966.2633701,-3504.211745,5089.849784
06-08-2014,101.5521604,-3858.189085,4426.501092
08-08-2014,1569.441712,-2666.64835,5717.488822
09-08-2014,1175.641246,-2998.208375,5544.846755
11-08-2014,1577.223221,-2694.890324,5653.305156
12-08-2014,1001.261516,-3060.930898,5432.758356
15-08-2014,1628.274896,-2313.298892,6132.081547
16-08-2014,1247.1142,-3119.091179,5178.480131
17-08-2014,1449.616207,-3109.070861,5420.31289
19-08-2014,1125.661552,-2869.463628,5165.08461
20-08-2014,289.1465925,-4050.867119,4345.395516
22-08-2014,1826.173146,-2254.911019,5947.77243
23-08-2014,1473.023147,-2621.970312,5523.00123
24-08-2014,1704.697467,-2092.75956,5790.484087
25-08-2014,1966.478381,-2269.453512,6302.721092
26-08-2014,1440.758722,-2999.219138,5271.700208
27-08-2014,634.071784,-3743.0248,4388.256758
29-08-2014,2227.629268,-2238.963691,6635.00954
30-08-2014,1900.030775,-2366.748921,5921.413432
31-08-2014,2154.681539,-2133.3153,6282.751837
01-09-2014,2436.308803,-1960.034871,6824.719926
02-09-2014,1926.779995,-2220.449163,6017.010925
03-09-2014,1132.144008,-2923.187431,5115.700531
05-09-2014,2735.714296,-1544.416095,6952.095971
06-09-2014,2405.405203,-1823.556869,6437.078705
07-09-2014,2651.876479,-1683.51323,6998.217422
08-09-2014,2919.71474,-929.5345504,7274.240621
09-09-2014,2390.734214,-1935.869755,6134.294594
10-09-2014,1571.020602,-2732.403763,5934.822771
11-09-2014,2809.615502,-1240.287506,7063.898697
12-09-2014,3108.158663,-974.1696985,7094.177067
13-09-2014,2737.017952,-1629.178216,6920.218492
14-09-2014,2938.071096,-1332.134755,6967.504733
15-09-2014,3156.371341,-1054.922644,7450.050884
16-09-2014,2574.270536,-1674.061535,7021.418103
17-09-2014,1698.454876,-2563.883883,5624.925485
19-09-2014,3117.104384,-1124.718481,7160.316194
20-09-2014,2685.006573,-1115.042322,6993.094035
21-09-2014,2824.958109,-1132.221182,6945.170272
22-09-2014,2982.776905,-1179.193373,7050.013322
23-09-2014,2341.57933,-1952.465509,6873.95978
24-09-2014,1408.804897,-2667.981012,5458.101733
25-09-2014,2534.880871,-1696.860608,6808.399027
26-09-2014,2722.844363,-1642.304874,7222.359653
27-09-2014,2244.452156,-2143.420406,6451.172732
28-09-2014,2342.942643,-1719.452194,6344.546672
29-09-2014,2464.682324,-2218.405018,6636.42335
30-09-2014,1793.270623,-2299.866635,5811.691143
01-10-2014,836.5585348,-3259.275518,4849.624561
02-10-2014,1945.308196,-2032.78748,6441.374449
03-10-2014,2122.810996,-1788.172534,6526.463035
04-10-2014,1640.99446,-2523.860889,5664.531346
05-10-2014,1743.182286,-2286.488443,5816.773114
06-10-2014,1875.739956,-2302.17132,6033.660468
07-10-2014,1222.179667,-2991.570566,5678.166193
08-10-2014,290.180036,-3922.619477,4419.818415
09-10-2014,1430.247657,-2422.463099,5766.319637
10-10-2014,1645.338075,-2506.427677,5723.049588
11-10-2014,1206.966372,-3051.925789,5382.261958
12-10-2014,1357.971707,-2580.063985,5540.228079
13-10-2014,1544.168189,-2528.779241,5632.309032
14-10-2014,948.4557892,-3459.96887,5019.992164
15-10-2014,77.84672246,-4016.584555,4258.354686
16-10-2014,1282.134316,-2619.811951,5524.160201
17-10-2014,1563.521907,-2297.953681,5950.445523
18-10-2014,1192.741912,-2858.505719,5487.470036
19-10-2014,1411.829373,-3079.956184,5467.261249
20-10-2014,1665.782277,-2285.54617,5946.949987
21-10-2014,1136.682333,-2879.766568,5233.893399
22-10-2014,330.7315087,-3837.983333,4631.563717
24-10-2014,1936.722129,-2205.093561,6302.652295
25-10-2014,1620.112976,-2305.326018,5661.94256
26-10-2014,1888.465283,-2120.379868,6411.956597
27-10-2014,2186.16343,-2031.832204,6250.440019
28-10-2014,1694.745197,-2417.982296,5903.514762
29-10-2014,919.9474069,-3293.698983,5019.547762
31-10-2014,2567.240409,-1545.009188,7001.004948
01-11-2014,2260.314194,-1963.68327,6323.168311
02-11-2014,2530.899088,-1451.356526,6766.278716
03-11-2014,2823.411284,-1349.640661,7168.859157
04-11-2014,2319.531218,-1678.122974,6638.528642
05-11-2014,1525.249229,-2457.308685,5552.81079
06-11-2014,2789.5513,-1351.522047,6858.352924
07-11-2014,3114.062035,-1002.546137,7271.510326
08-11-2014,2769.174685,-1482.71715,6599.336924
09-11-2014,2996.832218,-1314.795358,7356.428893
10-11-2014,3242.191471,-865.5284602,7857.906429
11-11-2014,2687.743817,-1670.27402,6969.562518
12-11-2014,1840.347526,-2202.791002,5858.928181
14-11-2014,3318.957881,-627.6930118,7023.461816
15-11-2014,2918.863343,-1516.838124,7168.79194
16-11-2014,3092.493814,-788.7163681,7199.942405
17-11-2014,3285.914587,-836.9041976,7713.837754
18-11-2014,2682.479867,-1425.939093,6952.38489
19-11-2014,1789.847259,-2335.717302,5872.469548
20-11-2014,2958.631587,-1143.368554,7018.684417
21-11-2014,3192.015851,-1009.478673,7321.549016
22-11-2014,2761.849805,-1391.564786,7293.870924
23-11-2014,2911.400836,-1564.371651,7184.165018
24-11-2014,3086.98988,-874.9375489,7322.806334
25-11-2014,2472.086491,-1756.080877,6151.497494
26-11-2014,1574.318877,-2410.673177,5684.525198
27-11-2014,2744.126375,-1516.650595,6925.620807
28-11-2014,2984.37228,-1321.094894,7230.067018
29-11-2014,2566.44759,-1464.635786,6924.414497
30-11-2014,2733.030314,-1610.011635,7195.558563
01-12-2014,2929.733011,-1052.333626,7164.758829
02-12-2014,2339.212481,-1888.505539,6567.452367
03-12-2014,1468.197166,-2360.375226,5492.037021
04-12-2014,2666.159444,-1763.749806,6794.561843
05-12-2014,2934.950283,-1526.280895,7366.001337
06-12-2014,2544.926389,-1729.779443,6785.996214
07-12-2014,2737.73398,-1181.347357,6934.8853
08-12-2014,2957.981281,-1188.955342,7192.08763
09-12-2014,2387.373094,-1997.712317,6298.814952
10-12-2014,1531.762425,-2833.470409,5746.235828
12-12-2014,3012.818382,-1232.974749,7377.970841
13-12-2014,2620.520981,-1572.939134,6725.40012
14-12-2014,2804.238315,-1473.621944,7179.664014
15-12-2014,3008.38444,-1063.506205,7227.421215
16-12-2014,2414.645766,-1707.262813,6733.023893
17-12-2014,1529.037176,-2970.247992,5759.133013
19-12-2014,2931.040851,-1271.134432,7218.473543
20-12-2014,2490.894397,-1484.453984,6735.060395
21-12-2014,2622.284563,-1535.240205,7051.809049
22-12-2014,2770.605284,-1456.168172,6543.603074
23-12-2014,2118.640542,-1878.923994,6743.160111
24-12-2014,1173.596645,-2921.451244,5540.761327
26-12-2014,2458.174993,-1854.082815,6414.534448
27-12-2014,1962.640681,-2123.449128,6473.681189
28-12-2014,2042.576563,-2128.319059,6034.267106
29-12-2014,2144.604229,-2168.889079,6332.038019
30-12-2014,1452.650432,-2790.373551,5781.60996
31-12-2014,474.9502872,-3329.621409,4680.547987
02-01-2015,1719.60158,-2385.089032,5427.300514
03-01-2015,1218.057458,-2939.328326,5304.58366
04-01-2015,1301.80155,-2491.430515,5679.260919
05-01-2015,1417.578331,-2762.674512,5871.140396
06-01-2015,749.2172597,-3242.975903,5040.477141
09-01-2015,1141.735751,-2868.955909,5163.035945
10-01-2015,697.8370565,-3544.550635,4751.870154
12-01-2015,1029.928514,-2670.238815,5055.04418
13-01-2015,433.82999,-4008.554512,4450.484233
17-01-2015,676.2823053,-3290.176262,4705.86319
19-01-2015,1136.608288,-3055.112648,5397.165148
23-01-2015,1321.762573,-2821.882445,5381.626152
24-01-2015,966.2751441,-3021.412242,5112.106914
26-01-2015,1429.455297,-2589.031824,5378.923548
27-01-2015,873.4623822,-3643.038709,4964.403041
28-01-2015,25.25838855,-4115.026833,4045.68171
30-01-2015,1500.273583,-2547.674974,5703.852683
31-01-2015,1095.52949,-2929.403986,5266.492906
03-02-2015,825.3219042,-3076.236142,4992.874312
06-02-2015,1263.978172,-2539.451057,5156.135512
07-02-2015,801.9992224,-3151.877971,5343.34586
08-02-2015,916.2597926,-3101.766428,5012.567798
09-02-2015,1053.703737,-3356.610911,5160.128675
10-02-2015,398.57532,-3862.759484,4622.626194
14-02-2015,331.0158519,-3932.738803,4677.884642
15-02-2015,462.5679356,-3741.787867,4827.154211
16-02-2015,628.8654581,-3803.734612,4606.261316
18-02-2015,-874.7231822,-4874.052645,3042.384311
20-02-2015,582.5738967,-3284.654183,4869.150787
21-02-2015,202.5529824,-4026.114759,4308.756589
22-02-2015,416.2774133,-3842.293741,4678.676453
23-02-2015,668.9883814,-3367.985679,4952.10197
25-02-2015,-655.9861374,-4629.571306,3645.585419
27-02-2015,975.6744085,-3386.110974,4950.142773
28-02-2015,676.8149043,-3629.249642,4925.714357
01-03-2015,965.4712667,-3353.928012,5011.322012
02-03-2015,1285.379189,-2890.890398,5518.825854
05-03-2015,1380.428518,-2543.546073,5711.13436
06-03-2015,1759.773162,-2112.884878,5532.672348
07-03-2015,1473.572341,-2912.59428,5530.382287
08-03-2015,1762.445046,-2525.649334,5843.98682
09-03-2015,2070.212339,-1861.170306,6184.571933
10-03-2015,1578.045026,-2728.578914,5903.067021
12-03-2015,2059.323206,-1933.596543,6227.46202
13-03-2015,2382.881481,-1497.465378,6515.170974
14-03-2015,2032.510938,-2083.637126,5970.173455
15-03-2015,2250.188009,-1536.302291,6308.519788
16-03-2015,2481.210127,-1615.713265,6702.327523
17-03-2015,1908.308142,-2359.791523,5877.363861
19-03-2015,2222.586663,-2059.769291,6414.708911
20-03-2015,2463.087122,-1580.238076,6836.691314
21-03-2015,2032.011551,-2311.952408,6388.895125
22-03-2015,2172.778962,-2057.128306,6336.972792
23-03-2015,2331.98401,-1905.262694,6759.802935
24-03-2015,1693.512416,-2600.37083,5712.826019
26-03-2015,1899.122824,-2369.44998,5804.56343
27-03-2015,2097.895713,-2237.774488,6350.170496
28-03-2015,1634.061892,-2503.997764,5572.85503
29-03-2015,1751.186809,-2606.117747,5700.519078
30-03-2015,1895.820214,-2301.154751,6088.962389
31-03-2015,1251.59032,-2865.236121,5167.399218
02-04-2015,1470.163606,-2974.69034,5738.496373
04-04-2015,1245.847073,-2664.034527,5407.253643
05-04-2015,1391.469223,-2617.52753,5460.228419
06-04-2015,1568.618071,-2374.574643,5668.315166
07-04-2015,959.8142023,-3487.123395,4694.407711
09-04-2015,1253.513611,-3052.724736,5432.154803
10-04-2015,1507.162346,-2638.337461,5850.537988
11-04-2015,1102.936843,-3007.290434,5200.559955
12-04-2015,1282.517846,-2863.828919,5057.525429
13-04-2015,1490.614312,-2836.673906,5864.238874
14-04-2015,909.1034635,-3274.124173,5170.335828
16-04-2015,1244.575421,-2873.33611,5336.171093
17-04-2015,1512.160448,-2630.404024,5739.855957
18-04-2015,1117.13321,-3028.365054,5235.397118
19-04-2015,1301.283851,-2890.628959,5388.93622
20-04-2015,1509.571293,-2650.392053,5856.165105
21-04-2015,924.2508503,-3002.76145,5084.43264
22-04-2015,51.91274803,-4022.989053,4104.47556
24-04-2015,1497.231755,-2662.191759,5460.776675
25-04-2015,1088.136216,-2967.200345,4944.022284
26-04-2015,1257.400977,-3338.71936,5798.371584
27-04-2015,1450.729874,-2547.877747,5510.178026
28-04-2015,851.1063563,-3286.190175,5252.850072
29-04-2015,-34.18956225,-4393.264439,4111.275694
30-04-2015,1145.075003,-3104.092652,5243.850195
01-05-2015,1391.699432,-2715.362985,5487.010134
02-05-2015,977.1511539,-3139.525074,5117.454672
03-05-2015,1144.319896,-2620.01355,5398.935049
04-05-2015,1339.157453,-2596.126815,5192.303374
07-05-2015,1060.355285,-3143.759046,5410.602156
08-05-2015,1323.014781,-2701.009023,5239.840029
09-05-2015,927.5842693,-3194.964407,5008.876283
10-05-2015,1116.529215,-2770.17868,5275.281718
11-05-2015,1335.295401,-2970.834291,5380.440638
12-05-2015,766.4238216,-3011.674127,4971.948491
13-05-2015,-83.41734991,-4388.599031,4101.8097
14-05-2015,1135.243167,-2938.175845,5254.602325
15-05-2015,1424.31695,-2661.204855,5682.607882
16-05-2015,1054.284192,-3157.582957,5183.159916
17-05-2015,1266.977105,-2822.729262,5359.85882
18-05-2015,1507.250356,-2525.077536,5612.972985
20-05-2015,122.7682085,-3654.863382,4132.396533
21-05-2015,1353.313216,-2902.429247,5485.746839
22-05-2015,1650.37334,-2455.111952,5766.601894
23-05-2015,1284.242895,-2533.022204,5415.377489
24-05-2015,1496.670952,-2467.119182,5642.294056
25-05-2015,1732.532449,-2294.726475,6134.244312
26-05-2015,1173.95673,-2782.365871,5677.912517
28-05-2015,1542.168176,-2558.486445,5552.899561
29-05-2015,1820.368175,-2146.87158,6245.386314
30-05-2015,1432.716351,-2445.537392,5743.403945
31-05-2015,1621.469563,-2484.450869,5766.949453
01-06-2015,1832.050406,-2040.449309,6093.228761
04-06-2015,1561.963821,-2394.434681,5942.468207
05-06-2015,1814.199955,-2480.311292,5866.372519
07-06-2015,1567.442168,-2666.83523,5882.306303
08-06-2015,1757.015976,-2344.616793,6001.749923
09-06-2015,1153.554384,-3079.211267,4963.960226
11-06-2015,1439.541864,-2764.836621,5671.220901
12-06-2015,1681.84775,-2481.639715,5908.722519
13-06-2015,1262.56095,-2839.04426,5609.238091
14-06-2015,1424.37022,-2635.934503,5303.814257
15-06-2015,1612.998863,-2201.393285,5614.312525
16-06-2015,1011.31558,-3333.743681,5065.007578
18-06-2015,1308.018685,-2685.70547,5443.094379
19-06-2015,1558.642771,-2622.103886,5984.555108
20-06-2015,1149.181076,-2907.897038,5442.849198
21-06-2015,1321.949048,-2542.241217,5572.251236
22-06-2015,1522.291933,-2535.642986,5374.713832
23-06-2015,932.7068553,-3315.015692,5071.737811
25-06-2015,1253.441733,-2864.036608,5325.930742
26-06-2015,1515.341303,-2854.289864,5421.318036
28-06-2015,1298.469079,-2746.768101,5701.703224
29-06-2015,1507.001994,-2711.143844,5724.918896
02-07-2015,1254.724612,-2768.42104,5359.111093
03-07-2015,1519.506469,-2682.40215,5640.619485
04-07-2015,1122.16826,-3107.091755,5245.038917
05-07-2015,1304.954841,-2847.450293,5512.756413
06-07-2015,1513.222144,-2688.853172,5607.241393
08-07-2015,60.78824749,-4189.939903,4222.62813
09-07-2015,1256.692306,-2722.19107,5428.323924
10-07-2015,1519.583938,-2568.962442,5779.779541
11-07-2015,1120.449328,-2880.432901,5231.896534
12-07-2015,1301.709804,-2740.933689,5547.787597
13-07-2015,1508.874054,-2930.671861,5650.893893
14-07-2015,924.6490714,-3477.561362,4726.105997
16-07-2015,1252.643733,-2969.528916,5598.757392
17-07-2015,1517.020912,-2772.970716,5537.491562
18-07-2015,1120.06498,-3168.028474,5423.061155
19-07-2015,1304.144327,-3100.561611,5650.000858
20-07-2015,1514.682966,-2850.661265,5612.75138
23-07-2015,1270.684169,-3075.32944,5511.566888
24-07-2015,1539.348772,-2607.214757,5936.087169
25-07-2015,1146.521043,-3167.228685,5249.70486
26-07-2015,1334.415398,-2546.038762,5734.12263
27-07-2015,1548.315359,-2678.938325,5748.381821
30-07-2015,1310.618569,-2503.245805,5442.017771
31-07-2015,1579.925486,-2814.999073,6007.290146
01-08-2015,1187.005319,-3138.011896,5342.911447
02-08-2015,1374.130919,-2928.287771,5996.83401
05-08-2015,142.8244868,-4038.65544,4412.049443
06-08-2015,1343.11688,-2749.221097,5396.811741
07-08-2015,1610.566487,-2573.449215,5997.829036
08-08-2015,1216.265621,-3176.051596,5476.159336
09-08-2015,1402.770165,-2728.992184,5813.02916
10-08-2015,1615.754219,-2871.393758,5733.651985
11-08-2015,1038.122245,-3422.821913,5155.102743
13-08-2015,1382.570169,-2805.691101,5205.985362
15-08-2015,1272.661922,-3373.966656,5312.712023
16-08-2015,1471.306061,-2887.624918,5647.77993
17-08-2015,1698.925319,-2626.923379,5914.669743
21-08-2015,1823.50341,-2444.627167,5934.433914
22-08-2015,1464.95101,-2688.24813,6124.61291
23-08-2015,1691.252682,-2535.310926,5893.010048
24-08-2015,1947.79324,-2143.62932,6151.119702
25-08-2015,1417.071672,-2689.324336,5811.616574
27-08-2015,1863.218531,-2445.067141,5940.024522
28-08-2015,2191.437759,-1868.591792,6148.380168
29-08-2015,1860.849168,-2468.884504,5858.714379
31-08-2015,2393.470738,-1884.54399,6659.507917
01-09-2015,1883.428656,-2377.671844,5959.803249
03-09-2015,2359.856131,-1696.934035,6600.855671
04-09-2015,2696.734213,-1717.543346,6869.753888
05-09-2015,2369.947165,-1890.027937,6756.755297
06-09-2015,2620.979817,-1267.692424,6973.46118
07-09-2015,2894.397771,-1512.671266,6824.492826
08-09-2015,2371.977525,-2233.778291,6374.130953
10-09-2015,2806.689484,-948.0559676,6954.124649
11-09-2015,3114.349343,-1265.623448,7293.721189
12-09-2015,2753.000795,-1373.540582,6743.938914
13-09-2015,2964.412373,-1152.774801,7451.783688
14-09-2015,3193.518011,-1050.686289,7358.131718
15-09-2015,2622.541961,-1803.836934,6550.173443
16-09-2015,1758.036488,-2142.853466,5971.253903
17-09-2015,2949.559209,-1227.330966,7107.978412
18-09-2015,3199.307478,-988.3795422,7453.997141
19-09-2015,2778.239847,-1568.935246,7126.901093
20-09-2015,2928.848881,-989.4129263,7414.784985
21-09-2015,3096.81759,-1045.572679,7094.505154
22-09-2015,2465.133181,-1798.639002,6666.239673
24-09-2015,2675.073366,-1623.760611,7060.196283
25-09-2015,2869.947934,-1373.355749,6867.827325
26-09-2015,2397.404021,-1843.879474,6415.909228
27-09-2015,2500.603059,-1509.301468,6805.993141
28-09-2015,2625.848542,-1598.556471,6652.807397
01-10-2015,2109.368686,-2268.344893,5866.640168
02-10-2015,2285.237061,-1816.243392,6684.325276
03-10-2015,1800.49674,-2494.134346,5422.874731
04-10-2015,1898.501001,-2323.177542,6183.241255
05-10-2015,2025.840637,-2247.367084,6231.896002
08-10-2015,1558.06884,-2870.465217,5908.156844
09-10-2015,1763.81272,-2432.088872,6106.702609
10-10-2015,1315.308863,-2603.144258,5446.953241
11-10-2015,1455.516863,-2711.278192,5902.832765
12-10-2015,1630.380017,-2725.277027,5663.833613
13-10-2015,1022.934828,-3214.553715,5336.420784
15-10-2015,1332.522997,-2864.630768,5292.495844
16-10-2015,1601.848637,-2711.603633,5784.851953
17-10-2015,1219.194987,-2678.662311,5352.696517
18-10-2015,1426.745768,-2840.175788,5831.412167
19-10-2015,1669.644651,-2167.068038,5696.44762
20-10-2015,1130.114112,-2941.852456,5255.780335
22-10-2015,1571.899109,-2739.489928,5626.52314
23-10-2015,1903.896288,-2252.815494,5865.276985
24-10-2015,1580.592663,-2777.890304,5928.27758
25-10-2015,1843.437659,-2455.129122,6077.068098
26-10-2015,2136.887927,-2192.103295,6520.598639
28-10-2015,866.1567657,-3492.839686,5106.194261
29-10-2015,2156.390012,-1977.897468,6148.632174
30-10-2015,2514.390584,-1315.324969,6888.773274
